"ITEM_ID","ITEM_DESCRIPTION"
1136552,"CRICKET LEATHER BALL SF TRUE TEST KSCA RED-MEN"
54091,"2”  TRI CLAMP GASKETS"
30001,"AIRTIO-F INSTACAPS"
30013,"TSART H 40MG"
83027,"DEEP FRY STRAINER BIG"
82036,"IRON RICE VEGETABLE WASHING DRAINER MESH WITH HANDLES"
54119,"DOLOKIND MR"
54236,"INSULIN SYRNGE"
6305,"TETRA BUTTER MILK 200 ML"
141031,"NAXDOM 250mg"
141033,"LIVOGEN -XT"
19001,"Milk Reception Weighment Register"
236172,"SHELL OMALA 150 GRADE OIL"
9387,"DISPOSIBLE GLOUSE"
234189,"DIMA BLUE SILICONE GASKET 320090014249"
235203,"DIMA BLUE SILICON SEAL 20x20 RQS020B"
235217,"DIMA SPECIAL GASKET R01-P BER060R"
235221,"DIMA LUBRORING SUPPORT BLACK TEFLON SR70 261001578978TN"
235179,"BETAVAC GUIDE BEARING SPACER M5010-1539-01"
199177,"USSV_Actuator_NO_76.1mm 9613185304"
205178,"Valve Ball valve Ø2"" L&T	"
260175,"Box spanner set Make:Force #2421"
48008,"8MM DRILL BITS"
406216,"LL/LLDPE POLY FILM FOR PACKING WMP 1KG"
81053,"VIJAYA VAJRA 180 ML- 5 LAYER UHT FLEXI FILM"
192198,"Gasket 0004-2341-200"
6601,"0018-8376-110 SET OF GASKETS"
115048,"FILTER ELEMENT   41806"
387249,"AX69 TIKKIL 15ML"
64022,"P-NITROPHENYLPHOSPHATE DISODIUM SALT HEXAHYDRATE (PNNP) CRYSTALLINE EXTRAPURE"
8424,"BURETTE,  25 ML"
407216,"RINGER LACTATE 500ML"
192265,"Seal Seat, Silicon Carbide - U2 134 101674+"
73040,"PHOTO CELL   TYPE-WTB8-P2231, 6033209, 1732H   DC-10...30V, OUT-0.1A"
385189,"INDIFOSS FT1 MSC WASH"
9271,"WATER TESTING KIT"
11088,"PVC  PIPE 3/4"
466216,"FEED CLUTCH FOR GESTETNER COPYPRINTER DX3443"
11144,"Potassium chromate - 500 GRMS,  K2CrO3"
510221,"PRODUCT PIPES AND FITTINGS"
487224,"Finolex/Ashirvad/Supreme PVC T 6"""
9443,"MOONG WHOLE"
277172,"0.75sqmmX 2Core Steel Braided Copper Cable"
146057,"Discharge Valve Seat 80625PM10"
354386,"VETALOG INJ 5ML"
510228,"AS-I GATEWAY 2 MASTER EIP AC1422"
586254,"GL RAISING & NUTS MILK CHOCO 38GM"
346189,"GOLD PEG O-RING, EPDM, BS139 GB-00088"
7037,"V  BELT -B-52"
580227,"SCHNEIDER ELECTRIC RECTIFICATION OF SPOUT & INSTALLATION OF VCB"
8826,"SOLENOID VALVE 3/2, 24VDC # 512-151"
308190,"CDC MALE BRANCH TEE (T) PT06-03"
629236,"DALDA"
608241,"O-ring for lower bushing. B.002.03.-DKAL676-32"
339186,"PFM 2249052525 BELT HTD 0525-5M-25 ""POGGI"""
506218,"38MM SS BUTTERFLY VALVE WITH SMS UNION"
635243,"DIVERSEY-116 OR ECO LAB ULTA SIL-115"
639251,"MASALA PAPAD"
628230,"WILDEN SECONDARY DIAPHRAGM 02-1065-57"
620229,"ASIAN PAINTS APCOLITE RUSTSHIELD ENAMEL -Silver Mine COLOUR CODE:8443"
597225,"LDPE FILM CURDS 6KG (6000 GM)-4 COLOUR"
579318,"CITRON MF-250gm-VETDRUG 206-"
8324,"MINT GREEN ENAMAL"
605264,"HEAD COVER GASKET KC/KCX #082.28.650.50."
10347,"NYLON GEAR WITH  INTERNAL TETH"
648340,"STAINLESS STEEL (204) SQURE TUBE, 2 "" X 2 "" X 16 SWG"
411216,"6313 ZZ C3 BALL BEARINGS"
651274,"SAFETY HELMETS,   COLOR: YELLOW ,SIZE : STD"
642243,"GF DIAPHRAGM VALVE -EDR  10FC PP-H D25DN20"
663264,"SPX HYDRAULIC HOSE J.002.13 FOR ATOMISER CF-250"
8766,"11/2 WATER METER THREADED SCREW END WIT"
651263,"38047654000 / Belt FAB2E 400x500 6kg CWEmaxx 6000 (11500307)"
701270,"TRANSFORMER 2000 KVA"
657265,"TAB.ATARAX 25Mg"
611234,"BOROSIL VOLUMETRIC FLASK 1000ML 5641029"
608270,"TARSON TEST TUBE BASKET WITH COVER (180 X 170 X160 MM)"
606216,"SS FLAT GRADE WIDTH:1 INCH(25MM), THICKNESS :3MM"
655273,"PROMPT AMC FOR FATOMATIC MACHINE"
674263,"Table made out CRCA Steel sheet Size: 1200WX600DX750H MM steel frame with tubular frame right side 3 drawers"
691265,"AIR VALVE SCREWS"
762292,"GL RICH MILK CHOCO 36 GM"
354210,"GENERAL SHIRTING"
753298,"UASB FEED PUMP"
754289,"MACHINING AND SUPPLY OF SEAL FOR CYCLONE ROTARY VALVE  Material:-UHMW or TEFLON"
718295,"Scalance Ethernet Switch  XB008 part no:- 6GK5008-0BA10-1AB2"
670261,"ANNUAL MAINTENANCE SERVICE OF DOMINO CODING MACHINE A-220"
794303,"THERMO VAPOUR RE-COMPRESSORS(TVR)"
798292,"BIZOM SFA LICENSES FEE (ATTENDANCE & ACTIVITY TRACKING MOBILE APPLICATION)"
803319,"6M SURFACE BOX HI FI"
802294,"FLYING INSECT/FLIES CONTROL"
801294,"SD FINE COBALT SULPHATE ANHYDROUS 37802"
810305,"SHELL & TUBE HEAT 30KMPH"
818322,"TURBMAX-2102, ACID INHIBITOR FOR BOILER B"
798302,"Repairing and Repainting of Cow/Farmer  models in front of Main Dairy"
816334,"NUROKIND PLUS VET RF INJ 30ml VETAL187"
808293,"REFURBISHMENT OF PUMPING PISTON WITH CHROMIUM PLATING AND MACHINING"
761304,"safety board"
831352,"TABLE WITH FRILLS"
833336,"EXHAUST GASKET"
833338,"AREKA PALM TREE"
718287,"CM501C/IMake up  Cartridge 800ml , Jet Inks"
349180,"END PLATE GASKET M10 M"
6408,"WHITE WINDOW ENVELOPE 9*4, 70gsm"
648319,"Compression Spring D0.70*Dm4.30*L19.00	2215732"
784292,"BIZERBA CHECKWEIGHER KEYPAD"
706279,"03 KG CAPACITY ELECTRONIC WEIGHING SCALE WITH JUMBO DISPLAY"
817317,"10TB HDD WD Make"
865340,"CRANE CHARGES"
877336,"REPAIR OF SIEMENS MAKE MICRO MASTER 440 VFD FOR CBMM AT PRODUCT BLOCK"
883357,"SS TRAY FOR CIP SUPPLY PUMPS"
891504,"BANGALURU TO SOUTH INDIA (KER, TN, TEL, AP)  (DOCUMENT)"
891508,"BANGALURU TO SOUTH INDIA (KER, TN, TEL, AP)  (NON-DOCUMENT)"
891436,"SERVICE OF  25 HP 3 PHASE INDUCTION MOTOR"
869335,"Alfa Laval Think Top V3.0 62 Node -Sensor , model:  6-9613-44-3403"
8293,"CPVC SOLVENT"
769296,"FRICTION PAD C/W SCREWS, MAKE:ALFA LEVEL, PART NO:6-518478 83"
908387,"RESORSINOL LR (100GM)"
909402,"SUBMERSIBLE PUMPS,PIPES LIFTING AND LOWERING CHARGES"
7029,"BEARING-6314/C3, MAKE:SKF"
910390,"NOKIA 110 DS 4G(2023)-NOKIA"
914414,"BENNE MURUKU 30 GM"
883367,"AIR FILTER FOR 500KVA CUMMINS DG, MAKE: FLEET GUARD, PART NO: AF1848"
915464,"1640x110x1.5mm PVC CONVEYOR BELT N"
911382,"5 PLY CORRUGATED BOXES FOR 200ML DESI GHEE GLASS JAR, CAPACITY 6 LTR"
620231,"ASIAN PAINTS SMART CARE ALL SURFACE ROLLER-350"
914424,"SPACER BUSH, PART NO-19431108460"
913381,"BIZERBA / ROUND-TYPE BELT BACKING PAPER DRIVE"
926448,"PRODUCT SHIELD PLATE  PART NO:  107254379"
951455,"FSSAI III PARTY AUDIT AT NMPC, KANAKAPURA DAIRY"
694263,"12V 120AH EXIDE POWER SAFE PLUS"
951461,"PARQUAT DICHLORIDE TEST"
950450,"TEAT TUMER EXTRACT"
641242,"BUTTER WEIGHT REGISTER"
966470,"BUHNER’NEEDLE SIZE9"
960457,"Oriental gearbox, Ratio:15, 25 watt motor, Sr. No-PRU 1B25891"
960469,"Spur gear 14 teeth 10mm hole"
982455,"JAPHSIL LOW FORM SILICA CRUCIBLE 50ml"
984479,"O-RING,PART NO.331(14X2.5)"
979453,"BILFENFORTE"
413222,"MS 'C' CHANNEL 3""X 1½ ""X6mm"
990483,"AUTOMATIC PUMPING TRAP FOR CIP-HEATER"
990494,"START/STOP SILO 10M3"
996471,"SOFTWARE LICENSE"
655288,"NIMUKAN P 30ML-VETAL197"
978474,"FIXING OF LIU RACK, SPLICING CHARGES OF OUTDOOR OFC CABLE"
702277,"CONVEYOR BELT"
999477,"BUTTER PACKING MACHINE PISTON SHAFT FOR 100/200/500 GM"
989485,"TRIP CAM, POS. DISCONNECTING"
1008479,"MOTOR-FOR SPLIT AC INDOOR"
993480,"SD FINE SODIUM HYDROGEN PELLETS-PURIFIED"
989505,"SERVICE KIT,CPMI-2/CPMO-2 UPPER NBR, PART NO : 6-9611 92 0218"
1010508,"COTTAN BANIAN WASTE"
1013499,"TANKER CIP RETURN HOSE WITH SS FITTINGS"
1016487,"BOCKET"
1015487,"Labour Charges for Aluminium Partition"
1017485,"(553210011-00)THREADEDROD-SIDE BRUSH"
963452,"PROVIDING ROAD TANKER FOR TRANSPORTATION OF FURNACE OIL FROM M/S. IOCL/HPCL/BPCL TO MAIN DAIRY"
1012490,"SODIUM HYPOSHLORIDE 10 to 12% CONERNTRATED"
354380,"UDDERCEF 3.5GM"
1023482,"IDLI DOSA BATTER 900 GM"
1029500,"5000 V MEGGER"
1031516,"RO KIT EA"
1038500,"110mm 45' Bend (SWR)"
1039519,"REWINDING OF 2 HP BOREWELL PUMP MOTOR(SUBMERSIBLE MOTOR)"
1048521,"FERRI-CO 1X20"
1034504,"DD4 TB 4 SQ MM DC TERMINAL BLOCK"
7936,"GREASE TUBE MOTOR P#2901033803-ATLAS COP"
182175,"Sensor Press 1089962518"
1054511,"25gm manual peda die with mould"
1054526,"Fabrication and suppy of SS-304 exhaust fan stand"
351204,"BMC TANKER MANHOLE DOOR GASKET"
11225,"EXPARA LIQUID 500ML"
1061528,"DOUBLE JOCKET CAT-6 CABLE"
1073543,"OVULANTA KIT 500"
1058542,"DISPOSABLE SYRINGE 5ML"
1080538,"COPPER VESSEL WELDING"
1081531,"MACRO ADAPTOR FOR DISTILLATION SYSTEM"
1057508,"Female Connector, Code: 5X05033111"
1052531,"Upper knife, Part No: 33134130"
1060519,"Egli 2T CBMM Beater Deep groove ball bearing  Part no.5305.120.0002"
993472,"SD FINE OXALIC ACID UR-K05"
1097528,"INSPECTION OF GOODS/PASSENGER LIFT"
1119528,"CAMERA LIGHT TO PROVIDE LIGHT AND BRIGHTNESS ON CAMERA FOCUS AREA OVER"
1126527,"COPPER TUBE-1/2"""
1127528,"BOARDING AND LODGING CHARGES"
1136569,"ALTERATION WORKS IN SECOND FLOOR AT NELMANGALA CAMP OFFICE"
8634,"S.S 3 WAY PLUG VALVE GR-304 76MM"
30011,"METSMALL 1000MG"
30023,"SEBIFIN CREAM"
135031,"REFRIGERATOR (FRIDGE)"
8089,"12V, 7.5AH SMF BATTERIS"
54178,"ZERODOL-P"
54218,"INI TYPHOID VACCINE (VACTYPHA)"
10379,"EMERSON MAKE COMPRESSOR ZB48KQETFD523"
6451,"GHEE LABELS FOR TINS OF 15 KG."
128042,"DROLGAN"
6024,"PEN STAND (DESK STAND)"
6295,"KODUBALE 200 GM"
6301,"TETRA PISTA  200 ML"
146153,"MINIATURE BALL BEARING (SA44117A0050)"
142037,"TIMING PULLEY DRIVE - HASSIA 605001601"
9234,"LACTIC ACID FOR MOZARELLA PRODUCTION"
234175,"DIMA GASKET FOR PUMP FWALC07/T"
9472,"LIFE BOY SOAP"
8098,"BATTERY 12VOLT 7AH"
8937,"KLUBEROIL GEN-1.46N"
235187,"BETAVAC KQ2H06-01NS FITTING (min order 10ea)"
141081,"LKB_ServiceKit_WetEnd_63.5mm"
235313,"BETAVAC 0000000.9101.02400 24VDC COIL"
208172,"VERTICAL CHILL WATER PUMP WITH MOTOR CR15-10 A-F-A-E-HQQE 3PHASE, 11KW,50HZ,2924RPM"
7033,"UCP BEARING 210"
260173,"Round File with handle 1/2 inch dia X 6 Inches length make:taparia"
11035,"MICC-600 CHAIN FOR CAN CONVEYOR"
354339,"KAHALP-28 GYNARICH 10 ML  1*1 VIAL"
7683,"DOWNLIGHTING  LUMINAR"
7021,"V BELT   B42"
301174,"ASIAN PAINTS APCOLITE RUSTSHIELD ENAMEL - TEAK BROWN -4244"
295180,"MOZZ. DICED/SHREDED/BLEND DICE PRODUCTION LOG BOOK"
385187,"DESK REFILLS-ENGLISH"
6810,"001.03757/T - OUTLET HEAD - HOMOGENISER"
312173,"FRICK INDIA L 95 COUPLING"
380222,"BIENNIAL REFILLING OF FIRE EXTINGUISHERS CO2 2 KGS"
379191,"BIENNIAL REFILLING OF FIRE EXTINGUISHERS ABC POWDER 5KGS"
132046,"ELECTRICAL CHARGING DEVICE (ECD) FOR U-POWER BREAKER"
132043,"SHUNT RELEASE 240, 415V AC AT 50/60HZ FOR U-POWER BREAKER"
382178,"5 HP MILK PUMP CASING CLC50-2-5.5 SMS UNION 51X51"
11143,"SODIUM HYDROXIDE PELLETS PURIFIED"
432235,"FORMALDEHYDE SOLN 37-41% W/V  (formalin) (FOR SYNTHESIS)(>15°C)"
432239,"SODIUM HYDROXIDE SOLN (0.1N)"
384186,"5 Feet(W) x 3 feet (D) x 2.5 feet (H) RHS 3 Drawers  with keyboard telescope channel , CPU Shelf and made of termite proof board with pre laminated board"
296176,"FESTO 10MM PUN-H AIR TUBE"
297197,"QSL 4 Push in L connector"
149173,"Under Voltage Coil 415v AC cat no SL927180D00 for C-power breaker"
489222,"SPX Flow Sietal Separator Set of spacers (3Pcs) Model:M02773 Serial No:SL832004072"
423218,"Overhalling kit for XRV-204 Howden Screw Compressor"
6662,"GASKET 0007-2925-750 FOR W/F 20KLPH CS"
192184,"Gasket 0007-2942-600"
462227,"Flow Control Valve 1/4 *8"
9463,"WHEAT FLOUR"
93031,"6MM STRAIGHT CONNECTOR"
11205,"RECEPTAL INJ. 2.5ML."
410217,"Siemens As-I Cable"
426216,"Milton Roy O-RING COVER OD (144X121MM), Model: GB 60 Series"
367175,"BUTYROMETER"
419218,"KSB TEMPRETURE SENSOR"
10326,"MOTAR STARTER TYPE MK1 RELAY"
605231,"WHITE THILL"
108028,"ROSE BOTTLE FM 200 ML"
308230,"CDC BALL VALVES (SHUT OFF VALVE) HBVU 0808"
8338,"ALLUMINIUM / SILVER PAINT"
608243,"O-ring. B.004.07-DKAL676-38"
507220,"38MM SS BUTTERFLY VALVE GASKET"
10450,"HAND CUTTING MACHINE GW56 100"
434235,"38 mm SS bend"
354250,"CATTLE FEED STOCK BOOK-DCS"
652290,"HERBO STRONG VETAL370"
579234,"CEPHALEX IU-60ml-VETDRUG 79-"
539230,"Silicone bushing  ,  Part no:2124833"
605257,"SAFETY VALVE SPRING #336.13.005.50"
541250,"O-ring Clamp 2 1/2"" EPDM  ,  Part no:2245752"
541243,"O-ring 160x4  ,  Part no:2253511"
6093,"RPOLYACETAL GRIPPER LINK & REVIT"
6682,"CHANNEL PLATE GASKET (EPDM) S-38 PHE"
523217,"PHE PLATES S21 - 1004R SONDEX"
657285,"TURBMAX -611 DE-FOAMER"
293178,"DIVERSY DIVOS 80-9"
663262,"SPX HYDRAULIC HOSE J.001.10 FOR ATOMISER CD/CE-250 CF-250"
650266,"PRESTIGE 24X18X10 INCH SS-304 GRADE SINGLE BOWL HAND MADE MATTE FINISH KITCHEN SINK"
354296,"PP/PET STRAPPING  JAW SEALER"
705281,"""HIGH BACK EXECUTIVE CHAIR CONSISTING OF CUSHIONED SEAT, CUSHIONED NYLON ARMREST, GAS-LIFT MECHANISM, NYLON BASE AND NYLON WHEELS"
660275,"ROTEX Actuator Service kit(seal kit),QTF125E-14"
691268,"BRIDGE STONE TYRE 15R"
581234,"CRANE & REVO / L&T  BUTTERFLY VALVE WITH PNEUMATIC ACTUATOR DN80 PN 12"
629262,"FD DVS Culture(Danishco / CHRN equivalent) cost for per Kg of curd production"
6011,"MORRIS BALL PENS"
541245,"Outlet seal DN65  ,  Part no:2125120"
742289,"Double Stage co2  Regulator"
749288,"SILENCER CLADING WITH INSTALLATION"
750288,"FACEPLATE SINGLE"
753307,"FAT REMOVAL UNIT MECHANISM"
767297,"NAOCI DOSING PUMP"
768301,"LIFTING OF BOREWELL PIPES"
678268,"SS AMMONIA STRAIGHT VALVE 20 MM"
610226,"SD FINE BROMOTHYMOL BLUE-25G 80020G25"
758291,"FABIRCATION AND SUPPLY OF FURNACE OIL HEATER COIL   SIZE: OD 25.4 MM COIL LENGTHS END TO END: 1500 MM, COIL DIA: 300MM, 38 ROUNDS"
793295,"6 FEET  GI PIPES"
810297,"ARGON CYLINDERS"
6711,"BURKERT SOLENOID VALVE # 6524"
766294,"Lift Encoder"
667269,"FBF HOMOGENIZER FBF8110 AMC"
6777,"GASKET 0007-2580-750 FOR 20KLPH C.S"
780295,"VITON RUBBER ""O"" RING FOR 28MM MECHANICAL SHAFT SEAL FOR IDMC CLC 50-2-5 STATIONARY & ROTATING (INNER  & OUTER )"
8907,"M S SHEET  16 GAUGE 8'X4'"
860364,"B CHECK KIT FOR FIRE FIGHTING AT KANAKAPURA DAIRY"
862350,"LED TV FOR DISPLAY904 NOS)"
6634,"GASKET 0007-2966-390 W/F SEPARATOR"
221173,"3HP MILK PUMP WITH MOTOR 51X38 SMS ENDS"
129038,"NITROGEN GAS ENTRY REGISTER"
9504,"CHANNA DAL"
734290,"75 INCH TV WITH ACCESSORIES"
59045,"ASIAN ROYALE LUXURY INTERIOR EMULSION-0765 MORNING GLORY"
876344,"RF CONNECTORS"
862353,"Jaquar Urinal -URS-WHT-13257-Urinal (top inlet) with Fixing Accessories Set."
880352,"ELEMS G.M GATE VALVE S S/E IN BONNET S/E F/M INSIDE SCREW ISI 20MM(3/4”)"
880365,"HT NUT 10 MM"
6062,"NOTE SHEET PAD"
845337,"MARATHON 3 PH INDUSTION MOTOR, 1HP, 0.75 KW, 4 POLE"
884387,"Fresh Flowers Hand Bouque"
182172,"ATLAS COPCO TEMPERATURE SENSOR 1089057470"
876336,"LAYING OF 76mm SS-304 PIPE FOR CIP RETURNS  FOR MILK PACKING MACHINES AT PREPACK"
891412,"SERVICE OF  0.25 HP 3 PHASE INDUCTION MOTOR"
886383,"VALVE COVER GASKET"
887400,"SILENCER ELEMENT (606280162)"
8875,"S S SQUARE TUBE 11/4X11/4"
765323,"SEAL, MAKE:ALFA LEVEL, PART NO:6-39518 00"
408218,"(Inactive)ZT-160 -1000 CFM  AIR COMPRESSOR (AMC)"
906390,"BIENNIAL REFILLING OF FIRE EXTINGUISHERS MECHANICAL FOAM 9 LTRS"
910395,"GL ENERGY BAR WITH ZESTY FRUITS 22 GM"
913413,"Gear 25 teeth S.S"
902422,"SHAFT SLEEVE FOR CN 125-315 L3"
906381,"STACK MONITERING FOR BOILER CHIMNEY (SAMPLE)"
906385,"NOISE MONITERING TEST DB(A)  (SAMPLE)"
926455,"R80 AP TOOLS 1 PC"
924446,"AUDIT FEE FOR RECERTIFICATION INCLUDES STAGE I & II(FIRST YEAR)"
917450,"TAB. ZERODOL SPAS"
915460,"BIOVAC A ADULT (HEPATITIS A)"
945445,"YELLOW SPIDER PLANT"
951457,"VITAMIN A TEST"
956455,"PLASTIC MASALA BOX"
964454,"Teak Wood  plants (8""x12"")"
928445,"Shifting of 3 HP blower with motor from NMPC kanakapura to hosakote dairy & Installation, testing & commissioning of  Bio Gas pipe line connection from ETP To Canteen at hosakote dairy using shifted blower with motor"
960466,"Conveyor small roller front side, Part No-AFMPD01096"
982460,"SS COUNTERSUNK ALLEN BOILT M6*35mm"
967461,"RJ 45 Connector"
986454,"LABOUR CHARGES FOR ACP CLADDING"
991509,"TANKER UNLOADING PUMP WITH VFD"
992501,"HARDWARE(PKT) PVC PLUG"
995474,"HARDWARE PVC PLUG"
753287,"TRIO PASSENGER LIFT AMC"
998475,"EWS S/TRAP"
987512,"INGERSOLL RAND CCN -95261707-SCREW MACHINE NO.5-40X5/8"
987513,"INGERSOLL RAND CCN -95044038-SCREW CAP HEX HEAD 5/16 X 1-3/4 IN"
991524,"DUODOS pump spare: Gasket Valve Body, make: Buna-N Rubber, Part No: 360-085-360"
989482,"CORRUGATED GASKET MMD-CG-FG DN40 PN10-40"
7037,"V BELT B-52"
1010518,"TEMP, & HUMIDITY METER"
1010515,"KNAIF HEAVY"
1010497,"INFEED CONVEYOR BELT FOR CARTOMAT 4040X135X1.2mm"
387218,"PEST-O-FLASH SPIDER PCI"
1018502,"OVULANTA INJECTION"
1019563,"Guiding Ring  20*24*8"
1029494,"DOUBLE SIDE TOILET BRUSH"
10355,"AXIL FAN MOTOR 400MM"
1029483,"HOUSE KEEPING REGISTER"
1033484,"DISCHARGE GUIDE ASSEMBLY"
1025486,"1/2'' CF8M L&T BALL VALVE"
919511,"Set Of Horizontal Shaft Gaskets (5 Pcs)   832001027,MAKE:SPX,MODEL:SE41V,SERIAL NO:M02768"
1041510,"W.M. TO SMP CONVERSION CHARGES"
1031493,"SF True (Red)"
1042535,"DOOR BOLT SMALL"
9945,"GENTAVET INJ 100ML"
1048522,"U.TONIC GEL 300GM"
630244,"ARISTO GBRWBIN 120 LITERS"
1060514,"CP_Plus 4MP 2K QHD 4G Outdoor PT Solar Camera"
1056509,"M20MW RING GASKET NBRP"
1069528,"BOYS CRICKET FULL SUBLIMATION T-SHIRT"
1072527,"Honeywell Make,Steam Flow Meter Size :65mm"
1057513,"Solid state relay,Code: 5V05252325"
1091540,"SUPPLYING AND FIXING OF 2X2 GRID FALSE CEILING TILES"
1104529,"DAIRY OWNED VEHICLE DISINFESTAION"
1107526,"TRIPLE DOOR VISI COOLER"
1123620,"Capacitor 10MFD"
10467,"HAMMER"
354275,"STOCK REGISTER-DCS"
1136542,"B/G SS CLUBLITE MEN RH"
6278,"DRY FRUIT BURFI 250 GM"
7290,"6 TO 8MM STRIGHT  REDUCING UNION"
51012,"BMC DISPATCH CHALLAN BOOKS"
190176,"Frequency Converter MOVIMOT MM05D-503-00 # 18215009/0.55KW"
142091,"9 WATTS LED BULB"
145054,"Floor scrapper blade"
155175,"FRESH TANK HOSE - KIT for RootScrubs M/c"
7032,"CIRCLIP"
7084,"MECHANICAL SHAFT SEAL 28 MM"
235306,"BETAVAC D-G5BASAPC REED SWITCH"
232174,"DIMA SEAL RING 65X90X10 BCH06509010"
84037," BED SIDE LOCKER [MOVABLE]"
201172,"PUMP GRUNDFOS A96528001 P31810"
57042,"FOOD GRADE NYLON OR TEFLON SOLID BLOCK"
9415,"JOHA SALT C NEU"
141060,"USSV_Actuator_ServiceKit_25-101.6mm"
141054,"USSV_Shut-Off_WetEnd_Servicekit_101.6mm"
63022,"KNIFE SET FOR THERMO FORMER"
8617,"BOPP TAPES"
144038,"Motor for Boiler Water Feed Pumps"
10082,"MILKO SCREEN WITH FTIR TECHNOLOGY"
6182,"D.G. Log book for electrial"
340189,"RF47 DRN80MK4/TF SEW Gear Motor"
380219,"AX103 P-Bepot 2ml"
354345,"AX132 KETONEX 4 BOLUS"
6055,"Milk Despatch challan book (CC)"
191173,"FLAME SWITCH BC1000 BC1000A0220U"
374173,"1 KVA UPS MAKE:APC BR1000G-IN"
59036,"URINAL VALVE AUTO CLOSING SYSTEM"
8403,"PIPETTES 2.ML"
8409,"NARROW MOUTH WASH BOTTLE"
192254,"Wave Spring, Inner Seal - U2 64 101687+"
7917,"BACK PRESSURE REGULATING VALVE 3/8""-P"
8451,"LDPE FILM CURDS 6KG (6000 GM)-3 COLOUR"
247172,"ENGINE OIL 15W 40 CH4"
54083,"1½” SMS UNION  GASKETS"
363186,"THRUST ADJUSTING LINER 0.03 - CS70100-20003 (CS7010-20003)"
8879,"M.S.FLAT 2X 1/4"
485222,"IFM_Fail-safe inductive sensor_GG711S Serial Number:GIGA4008-2PS/SIL2/V4A/US"
284183,"Tubular heat exchanger SP-6300 1211257"
465216,"INGERSOLL RAND  BOARD TIMED PC D180 XREF 305.0061.01.00"
356196,"TOOR DAL 1KG PACKET"
579300,"VETDRUG 485-DIAREX VET BOLUS-4s"
579254,"VETDRUG 339-ZINC OXIDE POWDER-450gm"
579262,"VETDRUG 343-H.B STRONG-4x10"
579241,"VETDRUG 40-CYANOPHOS VET-100ml"
586246,"COCONUT BURFI 250 GM"
346197,"GOLD PEG O-RING, EPDM, BS340  GB-00243"
346193,"GOLD PEG GASKET, SHROUD, CUSTOM, SIDE GH-25435"
503217,"FESTO_SOLENOIDVALVE_SOLENOID VALVE CPE24-M1H-5L-3/8 :163166"
54184,"OMRON BP APPARATUS"
571236,"APPLE IPHONE 13 PRO MAX [GOLD COLOR]"
109028,"3-WAY VALVE (FCU)"
10237,"VOUCHER BOOK"
570223,"ALLEN BRADLEY MAKE HMI MODEL: 800 VIEW (RT7T) WITH PROGRAMMING"
308199,"CDC Male Straight (G-thread) PC10-G04"
308203,"CDC Male Straight (G-thread) PC08-G04"
43010,"LUBE OIL FILTER LF16029 WITH O RINGS"
142058,"SSR-25A-DC/AC - HASSIA 9711102000"
9416,"NISIN-FOOD GRADE"
10164,"CENTERFUG MACHINE SET ELECTRICAL(GERBER)"
339192,"PFM 2506242403 THREE-POLE TERMINAL BOARD"
434243,"51 mm to 6.5mm SS reducer"
434240,"51 mm SS  T"
569221,"AMC FOR 4 MP CAMERA"
586217,"1 TR 3 STAR INVERTER TYPE SPLIT A/C WITH STANDARD ACCESSORIES(COPPER PIPE) WITH SUITABLE STABLIZER & STAND"
579243,"BCLIV-30ml-VETDRUG 304-"
652276,"MARIGOLD PLUS VETAL57"
575218,"DIGITAL OUTPUT MODULE"
664275,"PLASTIC PHIALS( 1 DRAM)"
613241,"HI-MEDIA MICRO TIP BOX LA977"
588228,"INTERVALES/L&T NRV 100 MM"
653261,"FORBES MARSHALL REPAIR KIT 80PSVAL-BSRKIT"
608262,"PORTA SCC (PORTACHECK INC - USA)"
659261,"V-Belt SPC 3150/A"
657313,"KIRLOSKAR WEARING PLATE COUNTER SINKS SCREWS(SS) SPL3+"
700275,"PRINTED PRODUCER LABELS FOR CERTIFIED AT MAIZE"
6095,"CI IDLER WHEELS 120 DIA"
10216,"Bonus register"
217177,"4” SS 304 MANUAL BUTTERFLY VALVE TYPE (WELD TO WELD SERIES)"
54106,"BETADINE SOLUTIONS(500ML)"
772306,"3MM RADIUM STICKER RED"
772308,"1141 BULB"
610233,"SD FINE NEUTRAL RED-10G 80078G10"
710283,"Asi analog I/P module  BWU1359"
161187,"TUBE APOLLO 10*20-R (10.R20-16PR)"
803303,"ARALDITE STANDARD 90Grm"
803292,"FABRICATION AND SUPPLY OF SS 304 TRAY FOR CIP DRAINED SOLUTION"
801305,"SD FINE POTASSIUM SODIUM TARTRATE 20219"
7762,"Cover"
778316,"1 1/4"" EJECTOR SYSTEM WITH PIPES AND FITTINGS"
704273,"SERAKIND PLUS BOLUS-VETAL238-"
745290,"T smart 2027 Valve 2"" (seal set UVC DN50 EPDM)"
8352,"Putty Blade 8 inch"
822338,"FS NOTE SHEET PAPER (21.5X34.5MM) 80GSM"
766297,"Lift Door High Bolt(Hanger)"
736290,"SIDE BEARING N TYPE 200S/L (CSH02 800-200)"
817322,"SERVICE SUPPORT - RE-INSTALLATION PER MAN DAY PER VISIT CHARGES"
817320,"DOMINO A220 2000HRS FILTER KIT"
646359,"sealing Ring G/DN 40/ NBR	120048"
796303,"JINDAL STAINLESS STEEL 304  BUTTERFLY VALVE 50MM"
855337,"FUEL CHARGES"
828329,"Civil works at NMPC Kanakapura"
